term,ccode,section,instructor,organization,expl_lvl,q_treatment,visual,oral,help,interesting,overall,attendance,assign_helpful,printed_notes,textbook,new_material,assign_amount,hours_outside,num_responses,enrolled
1141,['MATH 136'],8,Yongqiang Zhao,2.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,23,101
1131,['STAT 333'],1,Martin Lysy,2.0,2.0,1.5,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,22,50
1159,['STAT 337'],1,Cecilia Cotton,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,35,88
1181,['MATH 146'],1,Matthew Kennedy,1.0,3.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,24,37
1145,['PMATH 336'],1,Robert Garbary,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,21,28
1155,['STAT 946'],1,Peisong Han,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,8,10
1139,['MATH 103'],1,Barry Ferguson,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,41,52
1145,"['CS 486', 'CS 686']",1,Peter van Beek,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,45,54
1169,"['STAT 431', 'STAT 831']",1,Matthias Schonlau,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,85,142
1159,['MATH 136'],2,Peter Wood,1.0,3.0,1.0,1.5,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,36,102
1139,['MATH 127'],3,Matt Kloosterman,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,65,117
1165,['AMATH 353'],1,Francis Poulin,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,3.0,3.0,2.0,16,24
1141,"['CS 458', 'CS 658']",1,Ian Goldberg,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.5,2.5,3.0,3.0,2.0,11,56
1131,['MATH 128'],4,Clinton Loo,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,79,119
1169,['MATH 135'],27,Ryan Trelford,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.5,3.0,43,57
1149,['MATH 135'],8,Debbie Leung,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,135,207
1139,"['AMATH 871', 'CO 681', 'CS 768', 'PHYS 767', 'QIC 710']",1,Richard Cleve,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,28,14
1179,['MATH 127'],6,Shuxia Tang,2.5,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,36,59
1165,['MATH 135'],1,Mukto Akash,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,30,105
1185,['CS 245'],4,Carmen Bruni,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,28,36
1149,['CS 115'],3,Daniel Vogel,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,73,92
1185,['CO 327'],1,Joseph Cheriyan,2.0,3.0,1.5,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.5,3.0,3.0,3.0,7,15
1159,['MATH 127'],2,Fiona Dunbar,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,55,118
1145,['CS 234'],1,Kevin Lanctot,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,65,135
1155,['STAT 230'],1,Dina Dawoud,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,116,239
1139,['MATH 137'],1,John Lawrence,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,53,167
1145,['CS 798'],1,Chrysanne DiMarco,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,23,25
1149,['PMATH 340'],1,Michael Rubinstein,2.0,3.0,1.5,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,26,56
1159,['CS 246'],1,Nomair Naeem,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,63,95
1181,"['CS 458', 'CS 658']",2,Urs Hengartner,1.0,3.0,1.0,2.0,2.0,1.5,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,34,65
1179,['CO 330'],1,Karen Yeats,1.0,3.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,23,34
1135,['STAT 231'],2,Illham Akhundov,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,69,241
1181,['CS 115'],3,John Akinyemi,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,53,88
1141,"['CS 442', 'CS 642']",1,Prabhakar Ragde,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,34,61
1135,['MATH 136'],2,Patrick Roh,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,24,114
1161,['CS 341'],4,Lap Chi Lau,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,34,77
1161,"['CS 458', 'CS 658']",1,Urs Hengartner,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,50,56
1139,['CS 115'],5,Lori Case,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,146,336
1165,"['STAT 430', 'STAT 830']",1,Asokan Mulayath Variyath,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,57,122
1171,['CS 798'],2,Samer Al Kiswany,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,15,18
1181,['ACTSC 371'],2,Steve Bonnar,3.0,3.0,2.0,3.0,2.5,2.0,2.0,3.0,2.5,2.0,1.0,2.0,3.0,3.0,2.0,30,88
1135,"['CS 488', 'CS 688']",1,William Cowan,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.5,1.0,1.0,2.0,1.5,3.0,3.0,4.0,23,32
1159,['CS 889'],1,Edith Law,1.5,3.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,16,19
1141,['CS 136'],6,Ahmed Hajyasien,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.5,3.0,3.0,3.0,23,71
1181,['MATH 247'],1,Spiro Karigiannis,1.0,3.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.0,3.0,3.0,12,13
1151,['STAT 211'],2,Joslin Goh,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,45,197
1139,['MATH 235'],4,Janelle Resch,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.5,2.0,3.0,3.0,2.0,42,52
1141,['CS 246'],2,Brad Lushman,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,17,71
1171,"['CO 463', 'CO 663']",1,Henry Wolkowicz,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.5,2.5,4.0,6,14
1155,['MATH 245'],1,Stephen New,1.0,2.0,1.5,1.5,1.0,2.0,1.5,1.0,1.0,2.0,1.5,2.0,2.5,3.0,3.5,4,12
1175,['CS 846'],1,Dan Berry,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.5,3.0,3.0,2.0,16,21
1171,['MATH 135'],5,Lothar Narins,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.5,3.0,3.0,38,67
1151,['CS 846'],1,Michael Godfrey,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,11,14
1165,['ACTSC 231'],2,Aaron Bruhn,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,24,89
1179,['STAT 443'],1,Adam Kolkiewicz,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.5,2.0,3.0,3.0,2.0,64,169
1161,"['AMATH 741', 'CM 750', 'CS 778']",1,Lilia Krivodonova,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,17,33
1161,['MATH 128'],2,Robert Harry Jonsson,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,31,79
1151,"['CS 454', 'CS 654']",2,Khuzaima Daudjee,2.0,3.0,2.0,2.0,1.5,2.5,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,24,57
1179,"['CS 458', 'CS 658']",2,Stefanie Roos,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,29,62
1131,['MATH 128'],5,Lucian Ivan,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,33,87
1151,['MATH 138'],7,Matthew Scott,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,32,50
1151,['STAT 340'],2,Marius Hofert,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.5,2.0,2.0,2.0,3.0,3.0,2.0,55,105
1149,"['ACTSC 463', 'ACTSC 863']",1,Chris Van Kooten,2.0,3.0,2.0,3.0,2.0,3.5,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,21,46
1169,['CS 246'],1,Brad Lushman,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,58,80
1165,"['CS 449', 'CS 649']",1,Edward Lank,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.5,1.0,3.0,3.0,2.0,17,51
1185,"['CM 761', 'STAT 440', 'STAT 840']",1,Ryan Browne,2.0,3.0,2.0,2.5,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,15,40
1155,['STAT 332'],1,Riley Metzger,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,120,211
1161,['AMATH 353'],1,David Siegel,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,32,54
1131,['CS 116'],9,Lori Case,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,29,80
1181,['CS 240'],3,Maryam Sepehri,3.0,3.0,3.0,3.0,3.5,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,27,75
1139,['PMATH 330'],1,Ross Willard,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,23,57
1179,['CS 341'],2,Anna Lubiw,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,49,95
1171,['CS 116'],1,Edward Dupont,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,1.5,2.0,3.0,3.0,3.0,66,89
1185,['CS 338'],2,Chris Brogly,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,41,99
1165,"['CS 454', 'CS 654']",1,Khuzaima Daudjee,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,2.0,2.0,3.0,3.0,2.0,30,61
1131,"['CS 458', 'CS 658']",2,Urs Hengartner,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,41,65
1175,"['CS 449', 'CS 649']",1,Anastasia Kuzminykh,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,47,63
1161,['COMM 400'],1,Mark Arnason,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,35,43
1179,['MATH 127'],1,Ali Kazerani,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,58,116
1161,['ACTSC 971'],1,David Saunders,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,15,25
1161,['MATH 138'],6,Xinzhi Liu,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,69,134
1145,['MATH 128'],1,Mohamad Alwan,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,33,96
1131,['CS 335'],1,Peter Forsyth,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,44,72
1151,['AMATH 451'],1,David Siegel,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,21,28
1181,['MATH 237'],1,Spiro Karigiannis,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,79,148
1171,['PMATH 352'],1,Laurent Marcoux,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,10,24
1135,['MATH 239'],4,Martin Pei,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,91,95
1165,['MATH 239'],1,Ashwin Nayak,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,31,113
1155,['CO 454'],1,Ricardo Fukasawa,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,14,41
1179,['STAT 901'],1,Alexander Schied,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,30,33
1185,"['CS 446', 'CS 646', 'ECE 452']",1,Opeyemi Adesina,3.0,3.0,3.0,3.0,3.0,1.5,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.5,3.0,37,94
1161,['MATH 239'],1,Martin Pei,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,69,117
1149,['CS 246'],3,Nomair Naeem,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.5,3.0,3.0,2.0,4.0,47,101
1185,['CS 349'],1,Jeffrey Avery,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.5,3.0,3.0,3.0,46,93
1181,['STAT 923'],1,Yingli Qin,2.0,2.0,2.0,2.0,2.0,2.0,1.5,3.0,1.0,2.0,1.0,1.5,2.0,2.0,4.0,5,10
1159,['CS 116'],2,Lori Case,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,41,90
1165,['MATH 239'],2,Sean Carrell,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,44,114
1149,['CS 240'],2,Arne Storjohann,2.0,3.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,18,51
1181,['CS 115'],1,Wasif Khan,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,52,86
1179,['CS 886'],2,Robin Cohen,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,3.0,3.0,2.0,17,18
1181,['AMATH 231'],1,Joe West,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,37,72
1181,['STAT 231'],4,Yuying Xie,2.5,3.0,3.0,2.0,3.0,1.5,2.0,2.5,1.0,2.0,2.0,2.0,3.0,3.0,2.0,32,83
1161,['CS 886'],2,Jesse Hoey,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,21,23
1181,['MATH 136'],2,Mukto Akash,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,99,160
1161,"['AMATH 475', 'AMATH 675', 'PHYS 476']",1,Florian Girelli,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,32,16
1159,['STAT 240'],1,Liqun Diao,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,1.5,24,37
1171,['CS 886'],1,Jesse Hoey,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,25,25
1181,['CS 349'],4,Khalad Hasan,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,2.0,1.0,1.5,3.0,3.0,3.0,18,67
1169,['STAT 373'],1,Hamy Fahmy,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,21,46
1159,['CS 136'],2,Gordon Cormack,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,34,83
1151,['CS 886'],2,Shai Ben-David,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.5,1.5,3.0,3.0,3.0,11,16
1179,['CS 245'],4,Alice Gao,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,47,81
1169,['MATH 135'],12,J. P. Pretti,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,45,59
1175,['CS 115'],1,John Akinyemi,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.5,24,85
1165,"['CS 488', 'CS 688']",1,Gladimir Baranoski,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,3.0,3.0,4.0,13,44
1139,['STAT 341'],1,Ali Ghodsi Boushehri,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,24,31
1175,"['AMATH 332', 'PMATH 332']",1,Mohamad Alwan,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.5,1.0,1.0,2.0,1.0,3.0,3.0,2.0,18,40
1159,['CS 798'],1,Chrysanne DiMarco,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,14,23
1141,['CS 343'],1,Peter Buhr,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,45,75
1149,['CS 115'],4,Lori Case,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,80,119
1179,"['CM 762', 'STAT 442', 'STAT 842']",1,Wayne Oldford,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,45,74
1141,['CS 341'],3,Kevin Lanctot,1.0,3.0,1.5,2.0,2.0,1.5,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,13,78
1139,['STAT 240'],1,Christopher Small,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,43,61
1141,"['PMATH 446', 'PMATH 646']",1,Jason Bell,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,19,22
1159,['MATH 239'],3,Martin Pei,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,64,97
1171,"['PMATH 446', 'PMATH 646']",1,Jason Bell,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.5,3.0,3.0,3.0,15,27
1151,['AMATH 231'],1,Edward Vrscay,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,29,50
1179,['CS 350'],4,Bernard Wong,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,41,78
1169,['CS 135'],4,Mark Petrick,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,67,87
1159,['STAT 946'],2,Ali Ghodsi Boushehri,1.5,3.0,1.0,2.0,1.5,3.0,1.0,2.0,1.0,1.0,2.0,1.5,3.0,3.0,2.0,14,24
1139,['ACTSC 231'],1,Javid Ali,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,161,312
1155,['MATH 138'],1,Fiona Dunbar,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,47,123
1171,['CS 341'],3,Semih Salihoglu,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,29,67
1171,['CS 241'],2,Gordon Cormack,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,39,80
1159,['MATH 135'],16,Carmen Bruni,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,36,47
1175,['CS 234'],1,Reid Charles Kerr,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,47,99
1185,"['PMATH 441', 'PMATH 641']",1,Wentang Kuo,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.5,3.0,3.0,3.0,13,20
1171,['CS 360'],1,Mark Petrick,1.0,3.0,1.0,2.0,1.5,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,32,57
1179,['CS 241E'],1,Ondrej Lhotak,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,67,86
1179,"['CS 488', 'CS 688']",1,Stephen Mann,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,2.0,2.0,2.0,2.0,4.0,20,32
1171,['CS 136'],6,Tim Brecht,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,50,89
1151,['MATH 239'],1,Martin Pei,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.5,2.0,2.0,3.0,3.0,2.0,62,95
1175,['CS 116'],2,Victoria Sakhnini,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,43,88
1135,['PMATH 347'],1,Stephen New,1.0,3.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,14,23
1161,['CS 365'],1,Jonathan Buss,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.5,1.0,1.0,1.0,1.0,3.0,3.0,2.0,17,25
1179,['AMATH 391'],1,Edward Vrscay,1.5,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,8,16
1131,"['CS 458', 'CS 658']",1,Urs Hengartner,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.5,2.0,2.0,2.0,3.0,3.0,2.0,18,48
1175,['CO 480'],1,Carmen Bruni,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,44,116
1135,['CO 342'],1,David Wagner,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.5,3.0,3.0,2.0,38,51
1159,['ACTSC 463'],1,Chris Van Kooten,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,18,38
1179,['MATH 135'],15,Alfred Menezes,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,44,59
1135,['MATH 137'],1,Dan Wolczuk,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,23,46
1169,['MATH 103'],81,Barry Ferguson,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,21,68
1155,['CS 848'],2,Charles Clarke,2.0,3.0,1.0,2.0,2.0,2.0,1.5,2.0,1.0,1.5,2.0,1.0,3.0,3.0,3.0,8,15
1151,['MATH 237'],2,Eric Katz,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,55,118
1179,['CS 135'],3,Troy Michael Vasiga,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,62,79
1151,"['CS 473', 'CS 673']",1,Jeff Orchard,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.5,3.0,3.0,2.0,17,24
1139,['MATH 237'],4,None None,2.0,3.0,1.0,2.0,1.5,1.5,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,45,99
